question_id,temporal_distance,recency_score,subject_fact_count,overlap_count,subject_fact_density,domain,task_family,as_of_day,subject
q148,28,0.47457627118644063,35,69,0.5,fast,AsOfQA,32,incident_1
q148,60,1.0,15,39,0.375,slow,ChangeDetection,0,hardware_14
q148,0,0.0,20,39,0.5,medium,CurrentQuery,60,mdl_3
q148,25,0.423728813559322,22,9,2.2,medium,OverlapQuery,35,api2
q1480,60,1.0,37,69,0.5285714285714286,fast,ChangeDetection,0,incident_17
q1480,12,0.2033898305084746,19,49,0.38,medium,PastQueryTrap,48,model_3
q1480,4,0.06779661016949157,49,69,0.7,fast,PastQueryTrap,56,sts_8
q1480,4,0.06779661016949157,12,9,1.2,medium,CurrentQuery,56,api5
q1481,60,1.0,22,59,0.36666666666666664,slow,ChangeDetection,0,spec_8
q1481,0,0.0,37,79,0.4625,fast,CurrentQuery,60,incident_23
q1481,1,0.016949152542372836,6,9,0.6,slow,CurrentQuery,59,hw5
q1482,60,1.0,29,79,0.3625,medium,ChangeDetection,0,api_15
q1482,60,1.0,45,79,0.5625,fast,ChangeDetection,0,status_10
q1482,12,0.2033898305084746,51,69,0.7285714285714285,fast,PastQueryTrap,48,sts_4
q1482,48,0.8135593220338984,46,19,2.3,fast,OverlapQuery,12,sts6
q1483,60,1.0,26,79,0.325,medium,ChangeDetection,0,model_10
q1483,60,1.0,43,79,0.5375,fast,ChangeDetection,0,status_14
q1483,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts12
q1484,60,1.0,27,79,0.3375,medium,ChangeDetection,0,pricing_12
q1484,60,1.0,44,79,0.55,fast,ChangeDetection,0,incident_29
q1484,6,0.10169491525423724,49,69,0.7,fast,PastQueryTrap,54,inc_2
q1484,20,0.3389830508474576,9,9,0.9,slow,OverlapQuery,40,hw7
q1485,60,1.0,22,79,0.275,medium,ChangeDetection,0,api_11
q1485,38,0.6440677966101696,47,79,0.5875,fast,PastQueryTrap,22,status_24
q1485,47,0.7966101694915254,47,69,0.6714285714285714,fast,DecayTrap,13,sts_2
q1485,39,0.6610169491525424,42,19,2.1,fast,OverlapQuery,21,sts3
q1486,60,1.0,42,69,0.6,fast,ChangeDetection,0,status_9
q1486,15,0.2542372881355932,43,79,0.5375,fast,PastQueryTrap,45,incident_10
q1486,1,0.016949152542372836,50,69,0.7142857142857143,fast,CurrentQuery,59,doc_10
q1486,55,0.9322033898305084,7,9,0.7,slow,OverlapQuery,5,hw0
q1487,60,1.0,38,69,0.5428571428571428,fast,ChangeDetection,0,status_22
q1487,60,1.0,41,79,0.5125,fast,ChangeDetection,0,status_8
q1487,31,0.5254237288135593,51,69,0.7285714285714285,fast,PastQueryTrap,29,sts_13
q1487,58,0.9830508474576272,7,9,0.7,slow,OverlapQuery,2,hw8
q1488,60,1.0,36,69,0.5142857142857142,fast,ChangeDetection,0,docs_5
q1488,0,0.0,41,79,0.5125,fast,CurrentQuery,60,docs_16
q1488,50,0.847457627118644,13,29,0.43333333333333335,slow,OverlapTrap,10,hw_13
q1488,8,0.13559322033898302,6,9,0.6,slow,CurrentQuery,52,hw5
q1489,60,1.0,28,69,0.4,fast,ChangeDetection,0,incident_0
q1489,0,0.0,28,49,0.56,medium,CurrentQuery,60,pricing_4
q1489,0,0.0,11,29,0.36666666666666664,slow,CurrentQuery,60,spec_12
q1489,29,0.4915254237288136,6,9,0.6,slow,OverlapQuery,31,hw5
q149,16,0.27118644067796616,20,59,0.3333333333333333,slow,AsOfQA,44,spec_7
q149,21,0.35593220338983056,21,49,0.42,medium,PastQueryTrap,39,pricing_0
q149,57,0.9661016949152542,52,69,0.7428571428571429,fast,OverlapTrap,3,inc_6
q149,33,0.5593220338983051,6,9,0.6,slow,OverlapQuery,27,hw5
q1490,60,1.0,25,79,0.3125,medium,ChangeDetection,0,pricing_9
q1490,41,0.6949152542372881,44,79,0.55,fast,PastQueryTrap,19,incident_19
q1490,17,0.288135593220339,47,69,0.6714285714285714,fast,PastQueryTrap,43,sts_2
q1490,36,0.6101694915254237,11,9,1.1,slow,PastQueryTrap,24,hw6
q1491,60,1.0,37,69,0.5285714285714286,fast,ChangeDetection,0,status_20
q1491,60,1.0,21,39,0.525,slow,ChangeDetection,0,spec_0
q1491,15,0.2542372881355932,8,29,0.26666666666666666,slow,PastQueryTrap,45,spec_8
q1491,15,0.2542372881355932,14,9,1.4,medium,OverlapQuery,45,api9
q1492,60,1.0,38,69,0.5428571428571428,fast,ChangeDetection,0,incident_15
q1492,3,0.05084745762711862,20,49,0.4,medium,PastQueryTrap,57,model_16
q1492,55,0.9322033898305084,12,29,0.4,slow,OverlapTrap,5,spec_0
q1492,45,0.7627118644067796,44,19,2.2,fast,OverlapQuery,15,sts4
q1493,60,1.0,18,59,0.3,slow,ChangeDetection,0,spec_4
q1493,60,1.0,28,49,0.56,medium,ChangeDetection,0,api_5
q1493,4,0.06779661016949157,11,29,0.36666666666666664,slow,CurrentQuery,56,spec_10
q1493,0,0.0,7,9,0.7,slow,OverlapQuery,60,hw8
q1494,60,1.0,19,59,0.31666666666666665,slow,ChangeDetection,0,hardware_11
q1494,15,0.2542372881355932,34,79,0.425,fast,PastQueryTrap,45,incident_22
q1494,0,0.0,50,69,0.7142857142857143,fast,CurrentQuery,60,sts_10
q1494,0,0.0,15,9,1.5,medium,CurrentQuery,60,api1
q1495,60,1.0,18,59,0.3,slow,ChangeDetection,0,spec_29
q1495,0,0.0,18,49,0.36,medium,CurrentQuery,60,pricing_7
q1495,22,0.3728813559322034,22,39,0.55,medium,PastQueryTrap,38,prc_0
q1495,22,0.3728813559322034,8,9,0.8,medium,OverlapQuery,38,api6
q1496,60,1.0,20,59,0.3333333333333333,slow,ChangeDetection,0,spec_11
q1496,60,1.0,26,49,0.52,medium,ChangeDetection,0,api_17
q1496,54,0.9152542372881356,20,39,0.5,medium,DecayTrap,6,mdl_0
q1496,44,0.7457627118644068,47,19,2.35,fast,OverlapQuery,16,sts8
q1497,60,1.0,21,59,0.35,slow,ChangeDetection,0,spec_12
q1497,11,0.18644067796610164,14,39,0.35,slow,PastQueryTrap,49,hardware_17
q1497,47,0.7966101694915254,17,39,0.425,medium,DecayTrap,13,prc_5
q1497,33,0.5593220338983051,46,19,2.3,fast,PastQueryTrap,27,sts10
q1498,60,1.0,18,59,0.3,slow,ChangeDetection,0,hardware_29
q1498,4,0.06779661016949157,45,79,0.5625,fast,PastQueryTrap,56,status_27
q1498,56,0.9491525423728814,46,69,0.6571428571428571,fast,OverlapTrap,4,inc_15
q1498,38,0.6440677966101696,22,9,2.2,medium,OverlapQuery,22,api2
q1499,60,1.0,27,79,0.3375,medium,ChangeDetection,0,api_12
q1499,60,1.0,15,49,0.3,medium,ChangeDetection,0,model_19
q1499,13,0.22033898305084743,18,39,0.45,medium,PastQueryTrap,47,prc_4
q1499,0,0.0,20,9,2.0,medium,CurrentQuery,60,api7
q15,32,0.5423728813559322,31,69,0.44285714285714284,fast,AsOfQA,28,docs_14
q15,12,0.2033898305084746,45,79,0.5625,fast,PastQueryTrap,48,status_10
q15,49,0.8305084745762712,5,29,0.16666666666666666,slow,OverlapTrap,11,hw_9
q15,2,0.03389830508474578,13,9,1.3,slow,CurrentQuery,58,hw1
q150,31,0.5254237288135593,25,79,0.3125,medium,AsOfQA,29,pricing_8
q150,0,0.0,17,49,0.34,medium,CurrentQuery,60,api_1
q150,14,0.23728813559322037,52,69,0.7428571428571429,fast,PastQueryTrap,46,sts_1
q150,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts6
q1500,60,1.0,25,79,0.3125,medium,ChangeDetection,0,pricing_9
q1500,52,0.8813559322033898,43,79,0.5375,fast,PastQueryTrap,8,incident_14
q1500,57,0.9661016949152542,50,69,0.7142857142857143,fast,OverlapTrap,3,inc_20
q1500,1,0.016949152542372836,13,9,1.3,medium,CurrentQuery,59,api0
q1501,60,1.0,41,69,0.5857142857142857,fast,ChangeDetection,0,status_4
q1501,21,0.35593220338983056,9,39,0.225,slow,PastQueryTrap,39,spec_11
q1501,55,0.9322033898305084,5,29,0.16666666666666666,slow,OverlapTrap,5,spec_4
q1501,5,0.0847457627118644,9,9,0.9,slow,CurrentQuery,55,hw7
q1502,60,1.0,21,59,0.35,slow,ChangeDetection,0,spec_12
q1502,58,0.9830508474576272,48,79,0.6,fast,PastQueryTrap,2,status_26
q1502,51,0.864406779661017,41,69,0.5857142857142857,fast,DecayTrap,9,inc_11
q1502,0,0.0,48,19,2.4,fast,CurrentQuery,60,sts9
q1503,60,1.0,13,59,0.21666666666666667,slow,ChangeDetection,0,spec_16
q1503,47,0.7966101694915254,16,39,0.4,slow,PastQueryTrap,13,spec_6
q1503,0,0.0,50,69,0.7142857142857143,fast,CurrentQuery,60,doc_13
q1503,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw3
q1504,60,1.0,12,59,0.2,slow,ChangeDetection,0,hardware_13
q1504,23,0.38983050847457623,42,79,0.525,fast,PastQueryTrap,37,status_15
q1504,54,0.9152542372881356,26,39,0.65,medium,DecayTrap,6,prc_1
q1504,21,0.35593220338983056,42,19,2.1,fast,PastQueryTrap,39,sts3
q1505,60,1.0,15,59,0.25,slow,ChangeDetection,0,spec_5
q1505,1,0.016949152542372836,24,49,0.48,medium,CurrentQuery,59,model_8
q1505,7,0.11864406779661019,49,69,0.7,fast,PastQueryTrap,53,inc_4
q1505,57,0.9661016949152542,10,9,1.0,medium,OverlapQuery,3,api8
q1506,60,1.0,26,79,0.325,medium,ChangeDetection,0,api_14
q1506,57,0.9661016949152542,41,79,0.5125,fast,PastQueryTrap,3,incident_24
q1506,38,0.6440677966101696,51,69,0.7285714285714285,fast,PastQueryTrap,22,sts_14
q1506,31,0.5254237288135593,4,9,0.4,slow,OverlapQuery,29,hw9
q1507,60,1.0,41,69,0.5857142857142857,fast,ChangeDetection,0,status_3
q1507,0,0.0,17,39,0.425,slow,CurrentQuery,60,hardware_11
q1507,21,0.35593220338983056,50,69,0.7142857142857143,fast,PastQueryTrap,39,sts_15
q1507,31,0.5254237288135593,22,9,2.2,medium,OverlapQuery,29,api2
q1508,60,1.0,22,79,0.275,medium,ChangeDetection,0,api_17
q1508,47,0.7966101694915254,18,39,0.45,slow,PastQueryTrap,13,spec_16
q1508,58,0.9830508474576272,48,69,0.6857142857142857,fast,OverlapTrap,2,doc_4
q1508,0,0.0,51,19,2.55,fast,CurrentQuery,60,sts15
q1509,60,1.0,28,79,0.35,medium,ChangeDetection,0,api_1
q1509,32,0.5423728813559322,11,39,0.275,slow,PastQueryTrap,28,hardware_8
q1509,49,0.8305084745762712,19,39,0.475,medium,DecayTrap,11,api_3
q1509,25,0.423728813559322,14,9,1.4,medium,OverlapQuery,35,api9
q151,59,1.0,11,59,0.18333333333333332,slow,AsOfQA,1,spec_24
q151,1,0.016949152542372836,15,39,0.375,slow,CurrentQuery,59,spec_19
q151,16,0.27118644067796616,42,19,2.1,fast,OverlapQuery,44,sts12
q1510,60,1.0,30,79,0.375,medium,ChangeDetection,0,model_23
q1510,19,0.3220338983050848,37,79,0.4625,fast,PastQueryTrap,41,docs_12
q1510,0,0.0,46,69,0.6571428571428571,fast,CurrentQuery,60,doc_9
q1510,1,0.016949152542372836,8,9,0.8,medium,CurrentQuery,59,api6
q1511,60,1.0,18,59,0.3,slow,ChangeDetection,0,spec_2
q1511,49,0.8305084745762712,26,49,0.52,medium,PastQueryTrap,11,model_11
q1511,53,0.8983050847457628,50,69,0.7142857142857143,fast,DecayTrap,7,sts_3
q1511,18,0.30508474576271183,46,19,2.3,fast,OverlapQuery,42,sts10
q1512,60,1.0,23,79,0.2875,medium,ChangeDetection,0,pricing_5
q1512,60,1.0,11,39,0.275,slow,ChangeDetection,0,hardware_8
q1512,36,0.6101694915254237,50,69,0.7142857142857143,fast,PastQueryTrap,24,doc_10
q1512,0,0.0,12,9,1.2,medium,CurrentQuery,60,api5
q1513,60,1.0,23,79,0.2875,medium,ChangeDetection,0,api_27
q1513,0,0.0,36,79,0.45,fast,CurrentQuery,60,docs_11
q1513,0,0.0,46,69,0.6571428571428571,fast,CurrentQuery,60,inc_3
q1513,20,0.3389830508474576,11,9,1.1,slow,OverlapQuery,40,hw6
q1514,60,1.0,39,69,0.5571428571428572,fast,ChangeDetection,0,incident_2
q1514,44,0.7457627118644068,13,39,0.325,slow,PastQueryTrap,16,spec_13
q1514,0,0.0,44,69,0.6285714285714286,fast,CurrentQuery,60,doc_6
q1514,52,0.8813559322033898,43,19,2.15,fast,OverlapQuery,8,sts17
q1515,60,1.0,10,59,0.16666666666666666,slow,ChangeDetection,0,hardware_22
q1515,0,0.0,38,79,0.475,fast,CurrentQuery,60,status_9
q1515,55,0.9322033898305084,50,69,0.7142857142857143,fast,PastQueryTrap,5,sts_15
q1515,39,0.6610169491525424,43,19,2.15,fast,PastQueryTrap,21,sts2
q1516,60,1.0,20,59,0.3333333333333333,slow,ChangeDetection,0,spec_11
q1516,12,0.2033898305084746,41,79,0.5125,fast,PastQueryTrap,48,status_8
q1516,50,0.847457627118644,47,69,0.6714285714285714,fast,DecayTrap,10,inc_24
q1516,5,0.0847457627118644,6,9,0.6,slow,CurrentQuery,55,hw5
q1517,60,1.0,26,69,0.37142857142857144,fast,ChangeDetection,0,status_13
q1517,0,0.0,43,79,0.5375,fast,CurrentQuery,60,docs_8
q1517,50,0.847457627118644,11,29,0.36666666666666664,slow,DecayTrap,10,hw_4
q1517,2,0.03389830508474578,7,9,0.7,slow,CurrentQuery,58,hw8
q1518,60,1.0,41,69,0.5857142857142857,fast,ChangeDetection,0,incident_12
q1518,2,0.03389830508474578,41,79,0.5125,fast,CurrentQuery,58,incident_21
q1518,50,0.847457627118644,14,39,0.35,medium,DecayTrap,10,api_12
q1518,46,0.7796610169491526,7,9,0.7,slow,OverlapQuery,14,hw8
q1519,60,1.0,33,69,0.4714285714285714,fast,ChangeDetection,0,status_6
q1519,1,0.016949152542372836,21,49,0.42,medium,PastQueryTrap,59,api_4
q1519,49,0.8305084745762712,50,69,0.7142857142857143,fast,PastQueryTrap,11,sts_10
q1519,14,0.23728813559322037,22,9,2.2,medium,OverlapQuery,46,api2
q152,23,0.38983050847457623,35,69,0.5,fast,AsOfQA,37,incident_23
q152,23,0.38983050847457623,43,79,0.5375,fast,PastQueryTrap,37,status_16
q152,46,0.7796610169491526,50,69,0.7142857142857143,fast,DecayTrap,14,doc_7
q152,26,0.44067796610169496,42,19,2.1,fast,OverlapQuery,34,sts12
q1520,60,1.0,16,59,0.26666666666666666,slow,ChangeDetection,0,hardware_5
q1520,0,0.0,12,39,0.3,slow,CurrentQuery,60,hardware_10
q1520,53,0.8983050847457628,11,29,0.36666666666666664,slow,DecayTrap,7,hw_0
q1520,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw3
q1521,60,1.0,40,69,0.5714285714285714,fast,ChangeDetection,0,status_14
q1521,20,0.3389830508474576,43,79,0.5375,fast,PastQueryTrap,40,status_23
q1521,51,0.864406779661017,20,39,0.5,medium,OverlapTrap,9,mdl_3
q1521,28,0.47457627118644063,47,19,2.35,fast,OverlapQuery,32,sts8
q1522,60,1.0,41,69,0.5857142857142857,fast,ChangeDetection,0,incident_12
q1522,9,0.15254237288135597,40,79,0.5,fast,PastQueryTrap,51,docs_1
q1522,0,0.0,46,69,0.6571428571428571,fast,CurrentQuery,60,inc_19
q1522,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts11
q1523,60,1.0,14,59,0.23333333333333334,slow,ChangeDetection,0,hardware_26
q1523,2,0.03389830508474578,34,79,0.425,fast,PastQueryTrap,58,incident_22
q1523,15,0.2542372881355932,50,69,0.7142857142857143,fast,PastQueryTrap,45,doc_10
q1523,36,0.6101694915254237,10,9,1.0,medium,OverlapQuery,24,api8
q1524,60,1.0,13,59,0.21666666666666667,slow,ChangeDetection,0,hardware_19
q1524,40,0.6779661016949152,16,39,0.4,slow,PastQueryTrap,20,hardware_19
q1524,54,0.9152542372881356,9,29,0.3,slow,OverlapTrap,6,spec_1
q1524,0,0.0,43,19,2.15,fast,CurrentQuery,60,sts14
q1525,60,1.0,18,59,0.3,slow,ChangeDetection,0,spec_29
q1525,47,0.7966101694915254,11,39,0.275,slow,PastQueryTrap,13,hardware_6
q1525,10,0.1694915254237288,17,39,0.425,medium,PastQueryTrap,50,mdl_11
q1525,49,0.8305084745762712,51,19,2.55,fast,OverlapQuery,11,sts15
q1526,60,1.0,29,79,0.3625,medium,ChangeDetection,0,model_9
q1526,60,1.0,20,49,0.4,medium,ChangeDetection,0,api_11
q1526,7,0.11864406779661019,14,39,0.35,medium,PastQueryTrap,53,prc_8
q1526,12,0.2033898305084746,47,19,2.35,fast,PastQueryTrap,48,sts8
q1527,60,1.0,22,79,0.275,medium,ChangeDetection,0,api_17
q1527,6,0.10169491525423724,39,79,0.4875,fast,PastQueryTrap,54,status_1
q1527,48,0.8135593220338984,8,29,0.26666666666666666,slow,OverlapTrap,12,hw_2
q1527,25,0.423728813559322,47,19,2.35,fast,PastQueryTrap,35,sts8
q1528,60,1.0,14,59,0.23333333333333334,slow,ChangeDetection,0,hardware_26
q1528,60,1.0,39,79,0.4875,fast,ChangeDetection,0,status_29
q1528,56,0.9491525423728814,45,69,0.6428571428571429,fast,OverlapTrap,4,inc_9
q1528,1,0.016949152542372836,8,9,0.8,medium,PastQueryTrap,59,api6
q1529,60,1.0,18,59,0.3,slow,ChangeDetection,0,spec_29
q1529,1,0.016949152542372836,20,49,0.4,medium,PastQueryTrap,59,model_7
q1529,53,0.8983050847457628,20,39,0.5,medium,OverlapTrap,7,mdl_3
q1529,2,0.03389830508474578,9,9,0.9,slow,CurrentQuery,58,hw7
q153,25,0.423728813559322,22,79,0.275,medium,AsOfQA,35,api_17
q153,12,0.2033898305084746,10,39,0.25,slow,PastQueryTrap,48,hardware_16
q153,50,0.847457627118644,19,39,0.475,medium,DecayTrap,10,api_8
q153,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw3
q1530,60,1.0,21,59,0.35,slow,ChangeDetection,0,spec_12
q1530,9,0.15254237288135597,22,49,0.44,medium,PastQueryTrap,51,pricing_6
q1530,0,0.0,48,69,0.6857142857142857,fast,CurrentQuery,60,inc_7
q1530,6,0.10169491525423724,4,9,0.4,slow,CurrentQuery,54,hw9
q1531,60,1.0,33,79,0.4125,medium,ChangeDetection,0,model_16
q1531,0,0.0,46,79,0.575,fast,CurrentQuery,60,docs_14
q1531,51,0.864406779661017,51,69,0.7285714285714285,fast,DecayTrap,9,sts_4
q1531,9,0.15254237288135597,10,9,1.0,medium,CurrentQuery,51,api3
q1532,60,1.0,19,79,0.2375,medium,ChangeDetection,0,model_17
q1532,28,0.47457627118644063,15,39,0.375,slow,PastQueryTrap,32,spec_19
q1532,0,0.0,50,69,0.7142857142857143,fast,CurrentQuery,60,sts_9
q1532,1,0.016949152542372836,13,9,1.3,medium,CurrentQuery,59,api0
q1533,60,1.0,35,69,0.5,fast,ChangeDetection,0,status_12
q1533,0,0.0,37,79,0.4625,fast,CurrentQuery,60,docs_12
q1533,0,0.0,51,69,0.7285714285714285,fast,CurrentQuery,60,sts_17
q1533,0,0.0,48,19,2.4,fast,CurrentQuery,60,sts9
q1534,60,1.0,19,79,0.2375,medium,ChangeDetection,0,pricing_1
q1534,60,1.0,21,49,0.42,medium,ChangeDetection,0,api_4
q1534,45,0.7627118644067796,45,69,0.6428571428571429,fast,DecayTrap,15,sts_5
q1534,31,0.5254237288135593,42,19,2.1,fast,PastQueryTrap,29,sts11
q1535,60,1.0,27,79,0.3375,medium,ChangeDetection,0,model_22
q1535,47,0.7966101694915254,18,39,0.45,slow,PastQueryTrap,13,hardware_9
q1535,2,0.03389830508474578,7,9,0.7,slow,OverlapQuery,58,hw8
q1536,60,1.0,29,79,0.3625,medium,ChangeDetection,0,pricing_2
q1536,0,0.0,21,49,0.42,medium,CurrentQuery,60,api_8
q1536,55,0.9322033898305084,24,39,0.6,medium,OverlapTrap,5,mdl_5
q1536,0,0.0,22,9,2.2,medium,CurrentQuery,60,api2
q1537,60,1.0,22,59,0.36666666666666664,slow,ChangeDetection,0,spec_8
q1537,59,1.0,47,79,0.5875,fast,PastQueryTrap,1,status_11
q1537,39,0.6610169491525424,6,29,0.2,slow,PastQueryTrap,21,spec_2
q1537,14,0.23728813559322037,48,19,2.4,fast,OverlapQuery,46,sts9
q1538,60,1.0,44,69,0.6285714285714286,fast,ChangeDetection,0,incident_24
q1538,22,0.3728813559322034,14,39,0.35,slow,PastQueryTrap,38,hardware_4
q1538,1,0.016949152542372836,20,39,0.5,medium,CurrentQuery,59,api_0
q1538,0,0.0,6,9,0.6,slow,CurrentQuery,60,hw4
q1539,60,1.0,19,79,0.2375,medium,ChangeDetection,0,model_17
q1539,3,0.05084745762711862,43,79,0.5375,fast,PastQueryTrap,57,status_14
q1539,58,0.9830508474576272,46,69,0.6571428571428571,fast,OverlapTrap,2,doc_9
q1539,10,0.1694915254237288,13,9,1.3,medium,OverlapQuery,50,api0
q154,46,0.7796610169491526,40,69,0.5714285714285714,fast,AsOfQA,14,status_5
q154,57,0.9661016949152542,25,49,0.5,medium,PastQueryTrap,3,model_4
q154,50,0.847457627118644,20,39,0.5,medium,DecayTrap,10,mdl_3
q154,0,0.0,6,9,0.6,slow,CurrentQuery,60,hw4
q1540,60,1.0,45,69,0.6428571428571429,fast,ChangeDetection,0,incident_14
q1540,31,0.5254237288135593,36,79,0.45,fast,PastQueryTrap,29,docs_11
q1540,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw2
q1541,60,1.0,25,79,0.3125,medium,ChangeDetection,0,pricing_16
q1541,33,0.5593220338983051,24,49,0.48,medium,PastQueryTrap,27,model_12
q1541,57,0.9661016949152542,19,39,0.475,medium,OverlapTrap,3,api_3
q1541,27,0.4576271186440678,45,19,2.25,fast,PastQueryTrap,33,sts13
q1542,60,1.0,27,79,0.3375,medium,ChangeDetection,0,model_22
q1542,60,1.0,41,79,0.5125,fast,ChangeDetection,0,status_8
q1542,49,0.8305084745762712,45,69,0.6428571428571429,fast,DecayTrap,11,inc_9
q1542,34,0.576271186440678,45,19,2.25,fast,PastQueryTrap,26,sts13
q1543,60,1.0,15,59,0.25,slow,ChangeDetection,0,hardware_14
q1543,24,0.4067796610169492,13,39,0.325,slow,PastQueryTrap,36,hardware_3
q1543,54,0.9152542372881356,8,29,0.26666666666666666,slow,DecayTrap,6,spec_13
q1543,2,0.03389830508474578,9,9,0.9,slow,CurrentQuery,58,hw7
q1544,60,1.0,16,79,0.2,medium,ChangeDetection,0,api_23
q1544,0,0.0,8,39,0.2,slow,CurrentQuery,60,spec_1
q1544,50,0.847457627118644,48,69,0.6857142857142857,fast,DecayTrap,10,sts_18
q1544,10,0.1694915254237288,15,9,1.5,medium,OverlapQuery,50,api1
q1545,60,1.0,30,69,0.42857142857142855,fast,ChangeDetection,0,docs_3
q1545,60,1.0,46,79,0.575,fast,ChangeDetection,0,docs_7
q1545,46,0.7796610169491526,50,69,0.7142857142857143,fast,DecayTrap,14,doc_13
q1545,0,0.0,7,9,0.7,slow,CurrentQuery,60,hw8
q1546,60,1.0,39,69,0.5571428571428572,fast,ChangeDetection,0,incident_2
q1546,0,0.0,22,49,0.44,medium,CurrentQuery,60,model_15
q1546,55,0.9322033898305084,14,39,0.35,medium,OverlapTrap,5,prc_9
q1546,2,0.03389830508474578,5,9,0.5,slow,CurrentQuery,58,hw2
q1547,60,1.0,17,59,0.2833333333333333,slow,ChangeDetection,0,hardware_6
q1547,0,0.0,46,79,0.575,fast,CurrentQuery,60,docs_7
q1547,16,0.27118644067796616,6,9,0.6,slow,OverlapQuery,44,hw5
q1548,60,1.0,36,69,0.5142857142857142,fast,ChangeDetection,0,docs_12
q1548,36,0.6101694915254237,21,39,0.525,slow,PastQueryTrap,24,spec_0
q1548,52,0.8813559322033898,11,29,0.36666666666666664,slow,DecayTrap,8,spec_12
q1548,3,0.05084745762711862,4,9,0.4,slow,CurrentQuery,57,hw9
q1549,60,1.0,35,79,0.4375,medium,ChangeDetection,0,api_16
q1549,57,0.9661016949152542,43,79,0.5375,fast,PastQueryTrap,3,incident_14
q1549,58,0.9830508474576272,45,69,0.6428571428571429,fast,OverlapTrap,2,inc_0
q1549,57,0.9661016949152542,44,19,2.2,fast,OverlapQuery,3,sts4
q155,45,0.7627118644067796,33,69,0.4714285714285714,fast,AsOfQA,15,docs_10
q155,43,0.728813559322034,7,39,0.175,slow,PastQueryTrap,17,spec_12
q155,57,0.9661016949152542,46,69,0.6571428571428571,fast,OverlapTrap,3,inc_8
q155,2,0.03389830508474578,10,9,1.0,medium,CurrentQuery,58,api8
q1550,60,1.0,20,59,0.3333333333333333,slow,ChangeDetection,0,spec_13
q1550,37,0.6271186440677966,14,39,0.35,slow,PastQueryTrap,23,spec_9
q1550,55,0.9322033898305084,5,29,0.16666666666666666,slow,OverlapTrap,5,spec_4
q1550,0,0.0,6,9,0.6,slow,PastQueryTrap,60,hw4
q1551,60,1.0,18,59,0.3,slow,ChangeDetection,0,spec_29
q1551,23,0.38983050847457623,40,79,0.5,fast,PastQueryTrap,37,docs_0
q1551,46,0.7796610169491526,43,69,0.6142857142857143,fast,DecayTrap,14,doc_17
q1551,0,0.0,50,19,2.5,fast,CurrentQuery,60,sts19
q1552,60,1.0,15,59,0.25,slow,ChangeDetection,0,hardware_14
q1552,47,0.7966101694915254,49,79,0.6125,fast,PastQueryTrap,13,docs_4
q1552,0,0.0,10,29,0.3333333333333333,slow,CurrentQuery,60,hw_1
q1552,25,0.423728813559322,8,9,0.8,medium,OverlapQuery,35,api6
q1553,60,1.0,19,59,0.31666666666666665,slow,ChangeDetection,0,spec_1
q1553,0,0.0,18,39,0.45,slow,CurrentQuery,60,spec_10
q1553,10,0.1694915254237288,42,19,2.1,fast,OverlapQuery,50,sts3
q1554,60,1.0,15,59,0.25,slow,ChangeDetection,0,spec_27
q1554,0,0.0,38,79,0.475,fast,CurrentQuery,60,status_9
q1554,53,0.8983050847457628,11,29,0.36666666666666664,slow,OverlapTrap,7,spec_10
q1554,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts16
q1555,60,1.0,18,59,0.3,slow,ChangeDetection,0,hardware_15
q1555,60,1.0,17,39,0.425,slow,ChangeDetection,0,hardware_11
q1555,44,0.7457627118644068,45,69,0.6428571428571429,fast,DecayTrap,16,inc_9
q1555,4,0.06779661016949157,5,9,0.5,slow,OverlapQuery,56,hw2
q1556,60,1.0,31,79,0.3875,medium,ChangeDetection,0,model_11
q1556,60,1.0,21,49,0.42,medium,ChangeDetection,0,api_19
q1556,54,0.9152542372881356,16,39,0.4,medium,OverlapTrap,6,prc_2
q1556,6,0.10169491525423724,13,9,1.3,slow,CurrentQuery,54,hw1
q1557,60,1.0,23,79,0.2875,medium,ChangeDetection,0,model_19
q1557,54,0.9152542372881356,14,39,0.35,slow,PastQueryTrap,6,spec_9
q1557,1,0.016949152542372836,13,29,0.43333333333333335,slow,CurrentQuery,59,spec_5
q1557,0,0.0,10,9,1.0,medium,CurrentQuery,60,api3
q1558,60,1.0,11,59,0.18333333333333332,slow,ChangeDetection,0,spec_24
q1558,0,0.0,10,39,0.25,slow,CurrentQuery,60,spec_14
q1558,17,0.288135593220339,13,29,0.43333333333333335,slow,PastQueryTrap,43,hw_13
q1558,0,0.0,45,19,2.25,fast,CurrentQuery,60,sts13
q1559,60,1.0,28,79,0.35,medium,ChangeDetection,0,model_20
q1559,60,1.0,15,39,0.375,slow,ChangeDetection,0,hardware_14
q1559,55,0.9322033898305084,24,39,0.6,medium,OverlapTrap,5,mdl_5
q1559,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts10
q156,8,0.13559322033898302,28,79,0.35,medium,AsOfQA,52,api_1
